,make,model,year,mileage,fuel,power,transmission,price
2927,Ford,Fiesta,2019,42170,Petrol,197,Manual,18699
2928,Volkswagen,up!,2014,86414,Petrol,59,Manual,4595
2929,BMW,1,2018,27878,Petrol,335,Automatic,26995
2930,Volkswagen,Golf,2021,1707,Petrol,128,Manual,23995
2931,Volkswagen,T-Cross,2020,11220,Petrol,113,Manual,21495
2932,Volkswagen,Golf,2020,11900,Petrol,148,Automatic,22495
2933,Renault,Clio,2019,18050,Petrol,88,Manual,12495
2934,Renault,Clio,2017,33750,Petrol,88,Manual,9995
2935,Renault,Clio,2018,28300,Petrol,88,Manual,11495
2936,Skoda,Yeti,2015,23978,Petrol,103,Automatic,14795
2937,Honda,CR-V,2013,50996,Petrol,153,Manual,9990
2938,Skoda,Yeti,2016,20218,Petrol,109,Automatic,18490
2939,Suzuki,Vitara,2018,30570,Petrol,118,Manual,14200
2940,Hyundai,Kona,2020,9112,Petrol,118,Manual,16400
2941,Honda,Civic,2018,7027,Petrol,180,Manual,19490
2942,Honda,Civic,2019,27177,Petrol,125,Manual,17250
2943,Toyota,GT86,2018,7859,Petrol,197,Manual,23990
2944,Mazda,Mazda2,2019,10794,Petrol,89,Manual,12495
2945,Renault,Clio,2012,40185,Petrol,200,Manual,9000
2946,Honda,Civic,2009,129012,Petrol,138,Manual,2490
2947,Honda,CR-V,2011,71765,Diesel,148,Automatic,7990
2948,BMW,X1,2013,82262,Diesel,181,Automatic,8990
2949,Kia,Sportage,2019,28182,Petrol,130,Manual,18995
2950,Hyundai,i10,2010,103000,Petrol,77,Manual,1650
2951,BMW,1,2018,26740,Petrol,335,Automatic,24600
2952,Mercedes-Benz,CLA,2018,14014,Petrol,121,Automatic,21100
2953,BMW,1,2018,16613,Petrol,335,Automatic,26000
2954,Volkswagen,Golf,2019,16358,Petrol,296,Automatic,30100
2955,Nissan,Qashqai,2018,25384,Petrol,113,Manual,17100
2956,Volkswagen,Golf,2018,17533,Petrol,306,Automatic,28800
2957,Nissan,Qashqai,2018,26842,Petrol,113,Manual,17000
2958,Mercedes-Benz,A-Class,2018,16430,Petrol,161,Automatic,23600
2959,BMW,2,2018,29064,Petrol,134,Manual,17500
2960,Audi,TT,2018,43887,Petrol,227,Manual,20500
2961,Mercedes-Benz,GLC-Class,2019,11365,Petrol,208,Automatic,34800
2962,Mazda,CX-3,2018,26674,Petrol,118,Manual,14900
2963,Volkswagen,Polo,2019,19751,Petrol,197,Automatic,18400
2964,MINI,Mini,2018,16183,Petrol,134,Manual,15800
2965,Vauxhall,Astra,2017,29340,Petrol,148,Manual,10300
2966,Volkswagen,Golf,2018,31706,Petrol,306,Automatic,29990
2967,Renault,Grand,2011,87000,Diesel,110,Automatic,2895
2968,Ford,S-MAX,2008,183000,Diesel,143,Manual,1950
2969,Fiat,500X,2018,27500,Petrol,109,Manual,12500
2970,Nissan,Juke,2015,22000,Petrol,115,Manual,9475
2971,Audi,A3,2012,53946,Petrol,197,Automatic,9995
2972,Mazda,MX-5,2013,35448,Petrol,158,Manual,13990
2973,BMW,Z4,2011,54850,Petrol,148,Manual,14990
2974,Mercedes-Benz,SLK,2009,65650,Petrol,184,Automatic,8490
2975,Audi,A4,2013,123500,Petrol,118,Manual,7695
2976,Vauxhall,Corsa,2018,8254,Petrol,74,Manual,7991
2977,BMW,3,2010,60700,Petrol,168,Automatic,8990
2978,BMW,Z4,2014,39325,Petrol,181,Automatic,17995
2979,MINI,Mini,2011,46670,Petrol,181,Manual,6990
2980,BMW,3,2011,62552,Petrol,168,Automatic,10990
2981,Honda,Jazz,2008,78797,Petrol,82,Manual,2795
2982,Nissan,Note,2009,97513,Petrol,110,Manual,2795
2983,Citroen,C4,2011,95930,Petrol,118,Manual,3495
2984,Nissan,Qashqai,2014,52000,Petrol,113,Manual,10245
2985,Toyota,AYGO,2015,11800,Petrol,69,Manual,7995
2986,Mercedes-Benz,A-Class,2018,20500,Diesel,114,Automatic,21250
2987,Volvo,S90,2018,28500,Diesel,188,Automatic,21950
2988,Seat,Ateca,2017,42000,Diesel,148,Manual,19750
2989,Nissan,Qashqai,2018,23538,Petrol,113,Manual,17995
2990,Vauxhall,Astra,2009,64720,Petrol,114,Manual,2699
2991,Vauxhall,Corsa,2011,70625,Petrol,83,Manual,2999
2992,Ford,Fiesta,2010,59949,Petrol,80,Manual,3799
2993,Mercedes-Benz,B-Class,2015,44000,Petrol,121,Manual,14990
2994,Nissan,Qashqai,2017,19854,Petrol,113,Manual,17999
2995,Nissan,Qashqai,2018,31574,Petrol,113,Manual,17999
2996,Renault,Clio,2018,28136,Petrol,88,Manual,11499
2997,Volkswagen,Golf,2020,13517,Hybrid,148,Automatic,27999
2998,Volkswagen,Polo,2018,19865,Petrol,94,Automatic,15999
2999,Volkswagen,Polo,2021,1045,Petrol,79,Manual,17999
3000,Vauxhall,Mokka,2019,20552,Petrol,138,Manual,14631
3001,Vauxhall,Corsa,2018,16005,Petrol,74,Manual,10295
3002,Vauxhall,Corsa,2018,11203,Petrol,74,Manual,9305
3003,Vauxhall,Corsa,2020,6599,Petrol,74,Manual,12704
3004,Vauxhall,Astra,2018,11989,Petrol,104,Manual,12895
3005,Vauxhall,Corsa,2019,5692,Petrol,74,Manual,11609
3006,Vauxhall,ADAM,2019,10576,Petrol,69,Manual,10974
3007,Mazda,Mazda2,2016,62263,Petrol,89,Manual,8499
3008,Volkswagen,Polo,2018,10902,Petrol,94,Manual,13999
3009,2007,LHD,2007,113250,Diesel,272,Automatic,8000
3010,Nissan,Juke,2017,29000,Petrol,93,Manual,9899
3011,Audi,TT,2016,23123,Petrol,178,Manual,21500
3012,BMW,M4,2021,1700,Petrol,503,Automatic,76500
3013,BMW,1,2020,8511,Diesel,114,Automatic,30500
3014,BMW,5,2017,32896,Diesel,261,Automatic,25500
3015,Honda,Jazz,2019,25381,Petrol,101,CVT,13997
3016,JAGUAR,F-TYPE,2020,5298,Petrol,444,Automatic,65000
3017,Ford,Fiesta,2018,12367,Petrol,197,Manual,20700
3018,LAND,ROVER,2017,23523,Diesel,237,Automatic,39000
3019,Seat,Tarraco,2019,11773,Petrol,188,Automatic,31795
3020,Seat,Leon,2019,9959,Petrol,296,Automatic,28495
3021,Seat,Leon,2019,10135,Petrol,129,Manual,16995
3022,Seat,Ateca,2018,23000,Petrol,148,Automatic,22995
3023,Kia,Stonic,2020,4926,Petrol,118,Automatic,19495
3024,Mercedes,benz,2020,27450,Petrol,161,Automatic,33990
3025,Mercedes,benz,2021,3999,Diesel,191,Automatic,39990
3026,Mercedes,benz,2021,5998,Petrol,161,Automatic,39990
3027,Volkswagen,Polo,2019,5988,Petrol,94,Manual,15530
3028,Mercedes,benz,2021,636,Petrol,221,Automatic,32990
3029,Porsche,718,2017,22000,Petrol,295,Manual,44995
3030,Land,Rover,2015,14200,Diesel,122,Manual,64999
3031,Jeep,Wrangler,2019,9501,Petrol,268,Automatic,45999
3032,Jeep,Wrangler,2019,10100,Petrol,268,Automatic,49999
3033,Porsche,Panamera,2015,57000,Diesel,300,Automatic,32990
3034,Audi,TTS,2010,100472,Petrol,272,Automatic,14995
3035,Jaguar,XE,2017,8085,Petrol,197,Automatic,23560
3036,Jaguar,F-pace,2018,14849,Diesel,296,Automatic,41880
3037,Audi,TT,2015,46955,Diesel,182,Manual,16850
3038,Audi,Q7,2021,8000,Diesel,282,Automatic,65650
3039,Audi,S5,2021,9366,Diesel,337,Automatic,48500
3040,SEAT,Ateca,2019,14310,Petrol,148,Manual,23495
3041,LAMBORGHINI,URUS,2020,5192,Petrol,641,Automatic,235000
3042,Ford,FOCUS,2019,10500,Petrol,123,Manual,18000
3043,Audi,RS,2021,5500,Petrol,444,Automatic,74250
3044,Audi,Q5,2021,7900,Petrol,262,Automatic,49500
3045,Audi,Q5,2020,4919,Petrol,241,Automatic,45900
3046,Audi,A6,2018,8649,Diesel,201,Automatic,29000
3047,MINI,CONVERTIBLE,2020,4900,Petrol,189,Automatic,25000
3048,Ford,Fiesta,2019,20951,Petrol,99,Manual,13800
3049,Land,Rover,2018,9643,Hybrid,398,Automatic,68000
3050,Vauxhall,Corsa,2016,32000,Petrol,74,Manual,7300
3051,Mazda,Mazda3,2020,4500,Petrol,121,Manual,21700
3052,Suzuki,Vitara,2017,40071,Petrol,118,Manual,14050
3053,Nissan,Micra,2017,41000,Petrol,88,Manual,10500
3054,Toyota,RAV4,2019,8549,Hybrid,219,Automatic,34600
3055,Mercedes-Benz,C-Class,2019,10100,Petrol,181,Automatic,29700
3056,Citroen,C1,2017,24519,Petrol,68,Manual,6850
3057,Ford,Focus,2017,18100,Petrol,247,Manual,20500
3058,Mazda,Mazda3,2016,29105,Petrol,118,Manual,14250
3059,Nissan,Qashqai,2018,15471,Petrol,113,Manual,17000
3060,BMW,1,2017,10677,Petrol,134,Manual,19250
3061,Vauxhall,Grandland,2019,9140,Petrol,128,Manual,20300
3062,Nissan,Qashqai,2018,31244,Petrol,113,Manual,15800
3063,Renault,Captur,2018,21856,Petrol,90,Manual,13600
3064,Mazda,CX-5,2018,52500,Petrol,163,Manual,18000
3065,Ford,Focus,2015,30100,Petrol,148,Manual,11900
3066,Vauxhall,Astra,2017,21805,Petrol,99,Manual,11000
3067,Audi,A5,2017,36083,Petrol,188,Manual,18000
3068,Ford,Focus,2017,47368,Petrol,123,Manual,11600
3069,Ford,EcoSport,2019,10592,Petrol,123,Manual,17000
3070,Audi,A3,2017,36108,Petrol,114,Manual,14600
3071,Hyundai,i10,2017,32850,Petrol,86,Manual,8200
3072,Ford,EcoSport,2016,13273,Petrol,123,Manual,12350
3073,Fiat,500,2018,26173,Petrol,69,Manual,9000
3074,BMW,2,2016,37545,Petrol,322,Automatic,20940
3075,Mercedes-Benz,GLC-Class,2016,50717,Petrol,362,Automatic,34970
3076,Audi,A3,2017,67585,Petrol,148,Manual,16470
3077,Jaguar,E-PACE,2018,28679,Petrol,197,Automatic,29844
3078,Ford,Kuga,2018,9512,Petrol,148,Manual,21500
3079,MINI,Mini,2019,17105,Petrol,189,Manual,18989
3080,Mercedes-Benz,CLS,2005,53000,Petrol,272,Automatic,6999
3081,Lexus,LS,2007,37000,Petrol,376,Automatic,13499
3082,Mini,Countryman,2018,26886,Petrol,134,Automatic,21610
3083,VOLKSWAGEN,GOLF,1989,32431,Petrol,90,Automatic,19995
3084,Citroen,C4,2019,2529,Petrol,109,Manual,13950
3085,Mazda,MX-5,2018,2795,Petrol,158,Manual,20640
3086,Volvo,XC60,2017,21953,Diesel,188,Manual,22820
3087,Ford,Fiesta,2015,27139,Petrol,80,Manual,8250
3088,Nissan,Navara,2018,33765,Diesel,190,Automatic,22774
3089,Ford,Puma,2020,5487,Petrol,153,Manual,25030
3090,Ford,Ecosport,2019,5615,Petrol,123,Automatic,19200
3091,Ford,Kuga,2018,17824,Diesel,177,Automatic,21620
3092,Ford,Puma,2020,7179,Petrol,123,Manual,24160
3093,Peugeot,208,2016,42907,Petrol,82,Manual,7949
3094,Mazda,MX-5,2015,70000,Petrol,124,Manual,11994
3095,Vauxhall,Astra,2019,15205,Diesel,121,Manual,14500
3096,Ford,Ecosport,2016,23625,Petrol,123,Manual,10580
3097,Audi,A6,2017,49107,Diesel,188,Automatic,20780
3098,Ford,Ecosport,2018,39604,Petrol,138,Manual,15670
3099,Nissan,Micra,2018,19558,Petrol,88,Manual,10770
3100,Mercedes-Benz,Cla,2019,11571,Petrol,188,Automatic,33530
3101,Vauxhall,Mokka,2014,51045,Diesel,128,Manual,7950
3102,Nissan,Juke,2020,12068,Petrol,115,Automatic,22930
3103,Skoda,Octavia,2018,27182,Petrol,241,Automatic,22660
3104,Hyundai,Tucson,2019,16087,Petrol,130,Manual,18760
3105,Ford,Focus,2019,16586,Petrol,123,Manual,17330
3106,Ford,Fiesta,2018,12919,Petrol,138,Manual,13410
3107,Ford,Fiesta,2019,9871,Petrol,123,Manual,14680
3108,Ford,Fiesta,2019,21355,Petrol,84,Manual,11650
3109,Ford,Kuga,2018,21046,Diesel,148,Manual,20550
3110,Nissan,X-Trail,2021,7410,Petrol,156,Automatic,27990
3111,Toyota,Yaris,2018,21016,Petrol,110,Manual,11380
3112,Nissan,Qashqai,2019,9725,Petrol,158,Manual,20050
3113,Nissan,Qashqai,2018,17369,Diesel,114,Manual,18400
3114,Renault,Captur,2017,27544,Petrol,90,Manual,10980
3115,Vauxhall,Grandland,2020,10801,Hybrid,296,Automatic,27997
3116,Peugeot,2008,2018,21275,Diesel,101,Manual,13390
3117,Ford,Focus,2016,38141,Petrol,123,Manual,11610
3118,Ford,Fiesta,2020,8546,Petrol,197,Manual,25060
3119,Audi,Q3,2018,18855,Petrol,148,Manual,23820
3120,Volkswagen,Golf,2018,23690,Diesel,182,Manual,22510
3121,Volvo,V40,2019,23798,Diesel,118,Manual,17010
3122,Volkswagen,Tiguan,2016,36484,Diesel,148,Automatic,19695
3123,Mitsubishi,Outlander,2018,31468,Diesel,147,Manual,20495
3124,Peugeot,3008,2018,22711,Petrol,130,Manual,20260
3125,Peugeot,3008,2018,22967,Diesel,120,Automatic,21450
3126,Honda,Civic,2018,12491,Petrol,180,Manual,19200
3127,Peugeot,108,2018,19492,Petrol,68,Manual,8430
3128,Peugeot,5008,2018,26052,Diesel,180,Automatic,31240
3129,TOYOTA,HILUX,2021,20875,Diesel,147,Automatic,32950
3130,Ford,Fiesta,2020,15219,Petrol,123,Manual,16660
3131,Nissan,Qashqai,2019,57892,Petrol,140,Manual,14850
3132,Ford,Fiesta,2019,6841,Petrol,197,Manual,19170
3133,Ford,Fiesta,2018,16827,Petrol,123,Manual,14840
3134,Ford,KA+,2019,15697,Petrol,84,Manual,10840
3135,Audi,TT,2018,14479,Petrol,227,Automatic,28990
3136,Ford,Kuga,2017,44335,Diesel,148,Manual,17530
3137,Audi,Q7,2021,5715,Diesel,282,Automatic,64990
3138,Audi,SQ5,2020,10000,Diesel,342,Automatic,51990
3139,Ford,Focus,2019,17598,Diesel,118,Manual,17490
3140,Ford,Kuga,2017,35342,Diesel,148,Manual,16750
3141,Ford,Fiesta,2018,15364,Petrol,123,Manual,13570
3142,Audi,Q7,2016,48538,Diesel,268,Automatic,35160
3143,Ford,Fiesta,2018,15189,Petrol,99,Manual,12020
3144,Ford,Focus,2019,23141,Petrol,123,Manual,16910
3145,Ford,Fiesta,2019,5862,Petrol,84,Manual,12810
3146,MINI,Countryman,2017,37807,Petrol,134,Automatic,19100
3147,Ford,Fiesta,2019,10517,Petrol,123,Manual,14260
3148,Ford,Fiesta,2013,30969,Petrol,123,Manual,8230
3149,Ford,Focus,2019,10200,Petrol,125,Manual,19330
3150,Jaguar,XE,2016,45087,Diesel,177,Automatic,17740
3151,Ford,Focus,2016,16354,Petrol,345,Manual,31200
3152,Vauxhall,Grandland,2020,12915,Petrol,128,Manual,21500
3153,Hyundai,IX35,2014,47585,Diesel,114,Manual,8750
3154,BMW,2,2018,32326,Petrol,335,Automatic,25500
3155,Ford,Fiesta,2018,22369,Petrol,138,Manual,15400
3156,Mercedes-Benz,C,2019,7670,Diesel,191,Automatic,30500
3157,MINI,HATCH,2019,12392,Petrol,189,Automatic,22480
3158,Mazda,2,2018,9815,Petrol,89,Manual,13810
3159,Mercedes-Benz,GLA,2018,26915,Petrol,154,Automatic,25340
3160,Ford,Puma,2020,4569,Petrol,123,Manual,24450
3161,Mercedes-Benz,GLC,2018,15937,Diesel,168,Automatic,31990
3162,MINI,HATCHBACK,2019,13769,Petrol,228,Automatic,28500
3163,Vauxhall,Astra,2018,10808,Petrol,148,Manual,13150
3164,Mercedes-Benz,E,2014,39739,Diesel,252,Automatic,17030
3165,BMW,1,2019,17633,Petrol,335,Automatic,27020
3166,Vauxhall,Mokka,2018,17285,Petrol,138,Automatic,16980
3167,Vauxhall,Corsa,2018,10828,Petrol,89,Manual,9760
3168,Vauxhall,Mokka,2018,28097,Petrol,138,Manual,12980
3169,Vauxhall,Corsa,2018,15844,Petrol,74,Manual,9230
3170,Vauxhall,Grandland,2020,15386,Diesel,128,Manual,18520
3171,Renault,Captur,2019,30332,Petrol,88,Manual,12510
3172,Vauxhall,Astra,2019,5176,Petrol,148,Manual,16080
3173,Audi,A4,2019,29164,Petrol,188,Automatic,26030
3174,Vauxhall,Grandland,2020,7022,Diesel,128,Manual,21340
3175,Skoda,Octavia,2020,14435,Petrol,148,Manual,22790
3176,Skoda,Karoq,2021,15000,Petrol,148,Automatic,30490
3177,Skoda,Fabia,2020,11553,Petrol,94,Manual,17400
3178,Skoda,Kodiaq,2021,6206,Petrol,188,Automatic,37990
3179,BMW,X2,2021,3664,Diesel,148,Automatic,35995
3180,BMW,X1,2016,19257,Diesel,176,Automatic,23995
3181,Nissan,Qashqai,2018,42014,Diesel,108,Manual,18910
3182,Renault,Kadjar,2018,8724,Petrol,130,Automatic,17980
3183,Ford,Ranger,2021,3921,Diesel,209,Automatic,42990
3184,Mercedes-Benz,GLA,2019,16788,Petrol,154,Automatic,25610
3185,Ford,Kuga,2018,20763,Diesel,118,Manual,19900
3186,Mercedes-Benz,A,2019,17948,Petrol,161,Manual,24010
3187,Nissan,Qashqai,2017,27673,Petrol,113,Manual,18330
3188,Ford,Mustang,2019,21300,Petrol,444,Automatic,42990
3189,BMW,5,2019,21257,Petrol,181,Automatic,26380
3190,Ford,Kuga,2019,9122,Petrol,148,Manual,23900
3191,Volkswagen,Tiguan,2018,14783,Diesel,148,Automatic,29640
3192,Ford,Focus,2020,9477,Petrol,123,Manual,21710
3193,Volkswagen,Polo,2017,23500,Petrol,89,Manual,12180
3194,MINI,Clubman,2015,40662,Petrol,134,Automatic,15940
3195,Audi,A7,2017,31491,Diesel,215,Automatic,26300
3196,Mercedes-Benz,A,2019,6693,Petrol,188,Automatic,32680
3197,Ford,Ecosport,2019,22342,Petrol,123,Manual,15330
3198,Nissan,Qashqai,2018,14668,Diesel,108,Manual,18850
3199,Audi,A1,2016,28375,Diesel,114,Manual,11670
3200,Nissan,Qashqai,2019,9557,Petrol,158,Automatic,27990
3201,Nissan,X-Trail,2018,40066,Petrol,163,Manual,20890
3202,Volkswagen,Golf,2015,64362,Diesel,182,Manual,14450
3203,Ford,Focus,2019,8404,Petrol,99,Manual,14930
3204,Ford,Focus,2019,10629,Petrol,123,Manual,16550
3205,Ford,Puma,2020,5413,Petrol,153,Manual,25070
3206,Peugeot,2008,2017,25092,Petrol,82,Manual,10795
3207,Audi,Q3,2017,19505,Petrol,148,Manual,19995
3208,Volvo,V40,2018,37977,Petrol,150,Manual,15995
3209,Volkswagen,Golf,2020,11680,Petrol,296,Automatic,33995
3210,Ford,Kuga,2019,11673,Diesel,177,Automatic,28000
3211,Ford,Fiesta,2019,9962,Petrol,99,Manual,16000
3212,Ford,EcoSport,2020,1983,Petrol,138,Manual,20500
3213,Renault,Captur,2017,13765,Petrol,90,Manual,12550
3214,Renault,Captur,2019,3697,Petrol,148,Automatic,18160
3215,Renault,Clio,2018,13583,Petrol,88,Manual,11250
3216,Renault,Clio,2018,39849,Petrol,88,Manual,10290
3217,BMW,3,2017,16795,Diesel,255,Automatic,21890
3218,Citroen,C1,2018,2139,Petrol,71,Manual,8480
3219,Skoda,Yeti,2016,79000,Diesel,109,Manual,10950
3220,Peugeot,208,2018,25414,Petrol,82,Manual,9780
3221,Audi,A3,2017,54678,Petrol,148,Manual,13489
3222,Seat,Leon,2018,39911,Petrol,296,Manual,20989
3223,Vauxhall,Adam,2019,24460,Petrol,69,Manual,10360
3224,Peugeot,3008,2018,40742,Diesel,129,Automatic,23630
3225,Nissan,Juke,2014,31490,Petrol,200,Manual,9550
3226,Land,Rover,2019,13987,Diesel,178,Automatic,36990
3227,2018,18,2018,25831,Petrol,349,Automatic,36000
3228,Lotus,Elise,2001,70000,Petrol,140,Manual,15999
3229,BMW,2,2019,6370,Petrol,335,Automatic,34871
3230,BMW,X5,2019,29420,Petrol,335,Automatic,58951
3231,BMW,6,2018,8638,Petrol,335,Automatic,39997
3232,BMW,X2,2018,16217,Petrol,189,Automatic,29990
3233,BMW,2,2019,18247,Petrol,134,Automatic,24997
3234,BMW,5,2019,20708,Petrol,617,Automatic,67998
3235,BMW,1,2016,25655,Petrol,335,Automatic,24529
3236,BMW,X1,2018,21490,Petrol,138,Automatic,26654
3237,BMW,X1,2018,11281,Petrol,189,Automatic,28487
3238,BMW,3,2021,5065,Hybrid,288,Automatic,40678
3239,BMW,3,2008,61473,Petrol,414,Semi Automatic,20995
3240,PORSCHE,911,2007,41391,Petrol,320,Automatic,39995
3241,2017,MY,2016,12198,Petrol,572,Semi Automatic,127995
3242,LAND,ROVER,2012,18522,Petrol,390,Manual,79995
3243,Lexus,UX,2020,4459,Hybrid,181,Manual,30890
3244,Toyota,AYGO,2021,4274,Petrol,69,Manual,10489
3245,2012,12,2012,68000,Petrol,83,Manual,4995
3246,Vauxhall,ADAM,2017,20581,Petrol,69,Manual,8795
3247,Mercedes-Benz,C-Class,2019,28000,Petrol,503,Automatic,57985
3248,Subaru,Legacy,2004,55000,Petrol,135,Manual,6495
3249,Ford,Focus,2017,32047,Petrol,345,Manual,33999
3250,Mercedes-Benz,Eqv,2021,4000,Electric,402,Automatic,68780
3251,Jaguar,F-TYPE,2017,23157,Petrol,375,Automatic,48480
3252,Mercedes-Benz,C,2020,20307,Petrol,181,Automatic,27790
3253,Mercedes-Benz,E,2021,5000,Diesel,241,Automatic,48980
3254,Mercedes-Benz,A,2018,15769,Diesel,134,Manual,20490
3255,Mercedes-Benz,A,2020,7358,Petrol,161,Automatic,32000
3256,Mercedes-Benz,Glc,2018,27610,Diesel,201,Automatic,38690
3257,Mercedes-Benz,A,2020,2433,Petrol,161,Automatic,28790
3258,Mercedes-Benz,A,2020,2340,Petrol,161,Automatic,30480
3259,Volkswagen,T-Roc,2021,500,Petrol,148,Automatic,34999
3260,Volkswagen,Beetle,2017,28000,Petrol,148,Manual,21999
3261,Mercedes-Benz,AMG,2015,15000,Petrol,503,Automatic,69000
3262,ASTON,MARTIN,2012,11600,Petrol,420,Manual,62850
3263,19,19,2019,20000,Petrol,630,Automatic,99995
3264,16,16,2016,9000,Petrol,660,Semi Automatic,159995
3265,ASTON,MARTIN,2016,26574,Petrol,599,Automatic,87495
3266,MCLAREN,720,2018,8712,Petrol,711,Semi Automatic,149995
3267,Volvo,XC40,2019,8700,Petrol,244,Automatic,36911
3268,LAND,ROVER,1996,25,Diesel,111,Manual,34950
3269,Volvo,V60,2017,150,Petrol,187,Automatic,22495
3270,Nissan,Qashqai,2019,8105,Petrol,140,Manual,22495
3271,S3,1.8,2002,42369,Petrol,221,Manual,13990
3272,Roadster,3,2006,43110,Petrol,223,Manual,36500
3273,2017,17,2017,33000,Diesel,221,Automatic,30000
3274,2018,18,2018,15500,Petrol,181,Automatic,25995
3275,2018,68,2018,49073,Diesel,197,Automatic,23750
3276,2019,19,2019,29911,Diesel,197,Automatic,27999
3277,2017,67,2017,28000,Diesel,255,Automatic,39995
3278,FERRARI,GTC4,2019,4991,Petrol,602,Manual,184850
3279,Porsche,Taycan,2020,14687,Electric,563,Automatic,104900
3280,Mercedes-Benz,SL-Class,2003,34000,Petrol,306,Automatic,13950
3281,Morgan,Plus,1952,66267,Petrol,145,Manual,34995
3282,Maserati,Spyder,2002,56995,Petrol,385,Automatic,21995
3283,BMW,X5,2015,24000,Diesel,308,Automatic,33480
3284,Porsche,718,2017,15000,Petrol,295,Manual,40980
3285,BMW,6,2017,17000,Diesel,308,Automatic,30980
3286,Mercedes-Benz,C,2017,29000,Petrol,241,Automatic,28980
3287,Audi,R8,2017,32000,Petrol,602,Automatic,96980
3288,Audi,TTS,2021,7000,Petrol,306,Automatic,46480
3289,MGR,V8,1995,16000,Petrol,10,Manual,24995
3290,Bentley,Continental,2019,11264,Petrol,626,Automatic,149990
3291,Morgan,Plus,2019,2330,Petrol,335,Automatic,79950
3292,PORSCHE,911,2008,51500,Petrol,473,Manual,59995
3293,PORSCHE,Cayman,2016,8500,Petrol,380,Manual,69995
3294,PORSCHE,911,2009,23000,Petrol,435,Manual,94995
3295,FERRARI,F430,2009,19900,Petrol,479,Semi Automatic,89995
3296,LAMBORGHINI,HURACAN,2017,5000,Petrol,610,Semi Automatic,149995
3297,BENTLEY,BENTAYGA,2018,15750,Petrol,600,Automatic,124995
3298,PORSCHE,911,2012,24000,Petrol,350,Semi Automatic,52995
3299,BENTLEY,CONTINENTAL,2014,22500,Petrol,521,Automatic,69995
3300,Mercedes,AMG,2016,18000,Petrol,456,Automatic,59995
3301,BENTLEY,CONTINENTAL,2011,48000,Petrol,600,Automatic,46995
3302,PORSCHE,911,2016,9700,Petrol,414,Semi Automatic,79995
3303,RANGER,(P375),2019,20,Diesel,197,Automatic,41995
3304,Mercedes-Benz,SLK,2012,44131,Petrol,204,Automatic,13490
3305,Audi,TT,2013,39000,Petrol,208,Automatic,13950
3306,BMW,M3,2018,33000,Petrol,444,Semi Automatic,43950
3307,Mercedes,C,2019,21100,Diesel,241,Automatic,31950
3308,Honda,HR-V,2018,11269,Petrol,129,Automatic,18835
3309,Jaguar,XJS,1995,98000,Petrol,237,Automatic,14950
3310,1.0,12v,2017,26450,Petrol,59,Manual,6795
3311,1.2,DIG-T,2017,25749,Petrol,113,Manual,14795
3312,1.0,MHEV,2020,4101,Petrol,68,Manual,11795
3313,Mazda,Mazda3,2015,15257,Petrol,118,Manual,13995
3314,2014,(64),2014,49000,Diesel,175,Manual,99995
3315,Maserati,Granturismo,2009,30000,Petrol,440,Automatic,31950
3316,BMW,M5,2019,8500,Petrol,617,Automatic,72995
3317,Porsche,Taycan,2020,8500,Electric,670,Automatic,134995
3318,Porsche,Taycan,2020,1700,Electric,750,Automatic,169995
3319,BMW,M5,2021,2250,Petrol,617,Automatic,109995
3320,Audi,S5,2015,59000,Petrol,333,Automatic,22950
3321,Abarth,595C,2018,32220,Petrol,162,Manual,14750
3322,Hyundai,i20,2018,12148,Petrol,83,Manual,10495
3323,Renault,Clio,2017,21331,Petrol,88,Manual,9992
3324,Vauxhall,Corsa,2021,6564,Petrol,74,Manual,14500
3325,Peugeot,508,2021,8931,Petrol,129,Automatic,23994
3326,Peugeot,108,2021,1424,Petrol,71,Manual,10995
3327,Vauxhall,Mokka,2017,46000,Petrol,138,Manual,11995
3328,Aston,Martin,2012,16999,Petrol,430,Automatic,60990
3329,Aston,Martin,2012,16999,Petrol,430,Automatic,60990
3330,Jaguar,F-PACE,2016,47000,Diesel,296,Automatic,36500
3331,Jaguar,XF,2016,32851,Petrol,375,Automatic,26000
3332,Morgan,Plus,2011,7402,Petrol,145,Manual,54995
3333,Ferrari,458,2012,5300,Petrol,570,Automatic,169990
3334,MINI,HATCHBACK,2018,24766,Petrol,189,Automatic,19790
3335,Porsche,718,2017,10598,Petrol,295,Manual,45750
3336,Porsche,911,2019,6998,Petrol,380,Semi Automatic,97000
3337,Mercedes-Benz,C-Class,2016,28800,Petrol,469,Automatic,44895
3338,Porsche,911,2011,19482,Petrol,408,Automatic,71990
3339,Ferrari,F8,2021,1200,Petrol,711,Automatic,264950
3340,Hyundai,Tucson,2020,7313,Petrol,130,Manual,24500
3341,Volvo,XC40,2019,21126,Petrol,188,Automatic,33750
3342,Volkswagen,Polo,2021,9169,Petrol,94,Automatic,18995
3343,"£4,995",:,1993,23000,Diesel,60,Manual,4995
3344,TVR,SAGARIS,2006,32079,Petrol,380,Manual,74000
3345,Porsche,Panamera,2017,35457,Petrol,434,Semi Automatic,74900
3346,Porsche,Macan,2018,48811,Petrol,400,Semi Automatic,54900
3347,Vauxhall,Corsa,2019,21847,Petrol,89,Automatic,11593
3348,Vauxhall,Corsa,2019,11914,Petrol,74,Manual,10787
