make,model,year,milage,fuel,horsepower,transmission,price
Ford,Fiesta,2019,13170,Petrol,138,Manual,17150
2016,16,2016,55000,Petrol,134,Manual,12995
2019,19,2019,26000,Diesel,271,Automatic,49995
Porsche,911,2004,86000,Petrol,414,Automatic,39950
Volkswagen,T-Cross,2019,8032,Petrol,94,Manual,18495
AUDI,A6,2019,12890,Diesel,268,Automatic,38500
AUDI,TT,2017,23778,Petrol,178,Manual,23750
LAND,ROVER,2016,29,Diesel,122,Manual,105000
Renault,Kadjar,2020,3495,Petrol,138,Manual,19699
MERCEDES-BENZ,A,2021,4040,Diesel,188,Automatic,31000
MERCEDES-BENZ,CLA,2018,20400,Petrol,181,Automatic,29000
Volkswagen,Golf,2019,18000,Petrol,113,Manual,17999
Vauxhall,Grandland,2020,2758,Petrol,128,Manual,22596
Audi,A6,2011,36753,Petrol,168,Manual,10841
Ford,Focus,2012,27438,Petrol,123,Automatic,8043
Audi,A3,2007,37077,Petrol,115,Manual,5112
Mercedes-Benz,SLK,2011,12559,Petrol,306,Automatic,18215
Honda,CR-V,2010,27481,Petrol,148,Automatic,12800
Skoda,Fabia,2009,47663,Petrol,70,Manual,3281
Ford,Fiesta,2013,44538,Petrol,123,Manual,7776
Mercedes-Benz,SLK,2009,35911,Petrol,184,Automatic,9793
Fiat,500C,2011,28984,Petrol,85,Manual,6017
Seat,Arona,2019,13872,Petrol,114,Manual,18530
Seat,Ibiza,2020,8704,Petrol,94,Manual,16390
BMW,X6,2020,5246,Diesel,335,Automatic,64000
BMW,1,2018,25530,Petrol,134,Manual,16250
Toyota,RAV4,2017,22000,Petrol,151,Automatic,19999
MINI,CONVERTIBLE,2016,15893,Petrol,208,Manual,20500
MINI,CONVERTIBLE,2009,36774,Petrol,120,Manual,6250
Seat,Arona,2021,4290,Petrol,108,Manual,19999
Seat,Leon,2020,11285,Petrol,286,Automatic,28499
Ford,Fiesta,2019,11921,Petrol,84,Manual,13890
Volkswagen,Polo,2019,9054,Petrol,113,Manual,17700
BMW,2,2018,24820,Diesel,188,Automatic,25000
BMW,3,2018,36000,Petrol,181,Automatic,22750
BMW,Z4,2019,11890,Petrol,335,Automatic,38500
BMW,2,2018,32870,Petrol,134,Automatic,21500
BMW,4,2015,30899,Diesel,188,Manual,19500
BMW,5,2017,56416,Diesel,188,Automatic,24500
BMW,1,2018,12808,Diesel,114,Automatic,21250
Vauxhall,Corsa,2019,4741,Petrol,74,Manual,10900
Nissan,Juke,2019,11146,Petrol,111,Automatic,16700
BMW,2,2016,63908,Petrol,322,Automatic,19750
FORD,ECOSPORT,2018,9657,Petrol,138,Manual,17500
BMW,Z4,2020,10500,Petrol,194,Automatic,35500
SMART,FORFOUR,2018,31631,Petrol,71,Manual,7750
Ford,Fiesta,2017,12373,Petrol,123,Manual,14000
Mini,Clubman,2021,5000,Petrol,134,Automatic,30000
Mini,5,2019,12057,Petrol,134,Automatic,22000
Bmw,2,2020,3464,Hybrid,221,Automatic,32995
Bmw,2,2018,23914,Petrol,365,Automatic,37494
Bmw,5,2017,41125,Petrol,335,Automatic,32994
LAND,ROVER,2018,33199,Diesel,302,Automatic,51000
MINI,HATCHBACK,2016,62220,Petrol,134,Manual,12000
MINI,HATCHBACK,2019,8587,Petrol,134,Manual,17000
Ford,Kuga,2019,10728,Petrol,148,Manual,22500
Ford,EcoSport,2019,3742,Petrol,123,Manual,18900
Audi,Q5,2020,8200,Petrol,262,Automatic,53990
LAND,ROVER,2018,30641,Diesel,255,Automatic,59000
Honda,Civic,2019,3455,Petrol,125,Manual,21500
FORD,FOCUS,2020,5242,Petrol,153,Manual,25000
AUDI,Q5,2019,13404,Petrol,241,Automatic,43250
AUDI,A3,2019,17542,Petrol,114,Automatic,24000
FORD,FOCUS,2017,16000,Petrol,345,Manual,33000
BMW,Z4,2019,2187,Petrol,194,Automatic,34500
Fiat,500C,2016,33090,Petrol,85,Manual,8989
Kia,Rio,2019,8132,Petrol,118,Automatic,16289
Volkswagen,Golf,2016,34747,Petrol,218,Automatic,20989
MINI,Mini,2018,23528,Petrol,189,Manual,21489
Ford,Kuga,2019,27879,Petrol,148,Manual,21989
Nissan,Juke,2021,6706,Petrol,113,Manual,20989
Peugeot,108,2017,5116,Petrol,82,Manual,9489
Toyota,Yaris,2018,7472,Petrol,110,Manual,12989
Vauxhall,Insignia,2018,16434,Petrol,163,Manual,14689
Jeep,Renegade,2015,22142,Petrol,138,Manual,12489
AUDI,A3,2018,18114,Petrol,148,Manual,21500
MINI,HATCHBACK,2020,14816,Petrol,189,Automatic,25500
Skoda,Scala,2021,750,Petrol,109,Manual,22999
Mercedes-Benz,A-Class,2020,6776,Petrol,134,Automatic,29999
Mercedes-Benz,GLA-Class,2018,30906,Petrol,208,Automatic,27499
Audi,A5,2011,96000,Petrol,160,Automatic,6990
Subaru,Impreza,2005,82000,Petrol,300,Manual,19990
Subaru,Impreza,2003,89000,Petrol,300,Manual,16990
JDM,Forester,2001,57000,Petrol,260,Automatic,10990
JDM,Subaru,2005,79000,Petrol,250,Manual,8990
AUDI,R8,2018,11350,Petrol,602,Automatic,104500
AUDI,TT,2017,28363,Petrol,306,Manual,29000
AUDI,Q7,2018,31996,Diesel,215,Automatic,44000
AUDI,E-TRON,2021,2279,Electric,402,Automatic,85000
BMW,Z4,2020,11878,Petrol,194,Automatic,34000
Ford,Fiesta,2018,16884,Petrol,99,Manual,12500
Audi,Q3,2017,42518,Petrol,148,Manual,18800
Mazda,MX-5,2016,19806,Petrol,129,Manual,14700
Mercedes-Benz,GLA-Class,2015,38500,Petrol,360,Automatic,25500
Vauxhall,Astra,2019,10000,Petrol,148,Manual,14000
Fiat,500,2014,57000,Petrol,135,Manual,7200
BMW,4,2017,57000,Petrol,181,Automatic,20000
Ford,Fiesta,2016,23500,Petrol,80,Manual,8400
Audi,A1,2017,17000,Petrol,123,Automatic,16100
Mazda,Mazda3,2014,30000,Petrol,118,Manual,11400
Seat,Leon,2013,63000,Petrol,140,Manual,8400
Ford,Focus,2017,27000,Petrol,247,Manual,19400
Volkswagen,Polo,2015,50000,Petrol,189,Manual,12500
Audi,A3,2017,11816,Petrol,148,Automatic,17500
BMW,1,2015,51800,Petrol,134,Manual,11000
Vauxhall,Astra,2015,27500,Petrol,276,Manual,16700
Mercedes-Benz,C-Class,2019,21000,Petrol,181,Automatic,23200
Volkswagen,Golf,2017,41150,Petrol,121,Automatic,17000
BMW,1,2017,26000,Petrol,134,Manual,15300
Hyundai,Tucson,2019,11900,Petrol,174,Automatic,22500
Hyundai,i20,2019,7942,Petrol,83,Manual,14000
Peugeot,108,2017,23200,Petrol,82,Manual,8695
Abarth,595,2019,9300,Petrol,144,Manual,14995
Peugeot,3008,2019,19084,Petrol,129,Manual,20750
Mercedes,Benz,1968,1,Petrol,170,Manual,250420
Citroen,C1,2021,948,Petrol,71,Manual,10440
Toyota,GT86,2020,1748,Petrol,197,Manual,28360
SEAT,Leon,2018,17287,Petrol,123,Manual,14700
Volkswagen,Golf,2019,10377,Petrol,113,Manual,17800
Ford,Fiesta,2017,26851,Petrol,79,Manual,9690
Peugeot,2008,2020,16242,Electric,134,Automatic,29390
Mercedes-Benz,Cla,2019,2057,Petrol,188,Automatic,34290
MINI,HATCH,2019,16183,Petrol,134,Automatic,20990
Ford,Ecosport,2019,9333,Petrol,123,Automatic,18910
Kia,Sportage,2018,12279,Petrol,130,Manual,21070
Ford,Fiesta,2019,16382,Petrol,123,Manual,16280
Ford,Focus,2020,4044,Diesel,118,Automatic,24500
Ford,Fiesta,2020,2591,Petrol,94,Manual,15930
Ford,Kuga,2018,19355,Diesel,118,Manual,18570
Ford,KA+,2017,23583,Petrol,68,Manual,8170
MINI,HATCH,2019,23373,Petrol,134,Automatic,19020
Nissan,Qashqai,2017,36973,Diesel,108,Manual,16460
Land,Rover,2015,47913,Diesel,148,Manual,19200
Jaguar,XE,2019,15216,Petrol,247,Automatic,26360
Volkswagen,Golf,2019,18992,Petrol,241,Manual,26760
Volkswagen,T-Roc,2018,22982,Petrol,188,Automatic,25580
Land,Rover,2018,35000,Diesel,306,Automatic,57490
Land,Rover,2016,44496,Diesel,306,Automatic,40900
Ford,Kuga,2018,31945,Diesel,148,Manual,20490
Nissan,X-Trail,2017,50397,Diesel,174,Automatic,20000
Ford,Ecosport,2020,18911,Petrol,123,Manual,16940
Audi,A3,2016,46489,Diesel,148,Manual,17020
BMW,1,2016,36012,Diesel,114,Automatic,16140
Vauxhall,Mokka,2017,37091,Diesel,134,Manual,12790
Volkswagen,Tiguan,2018,36442,Diesel,148,Automatic,22980
Vauxhall,Mokka,2019,29654,Petrol,138,Manual,14070
Vauxhall,Astra,2017,11202,Petrol,148,Automatic,12970
Vauxhall,Corsa,2018,16327,Petrol,74,Manual,8199
BMW,4,2016,35753,Diesel,308,Automatic,26000
Volkswagen,T-Roc,2020,10519,Petrol,148,Manual,23640
Vauxhall,Viva,2018,1824,Petrol,72,Manual,8570
DS,DS,2016,37144,Diesel,98,Manual,8430
Peugeot,208,2018,36678,Petrol,82,Manual,9750
Vauxhall,Corsa,2021,115,Petrol,74,Manual,17380
Vauxhall,Grandland,2020,15604,Diesel,128,Manual,20490
Ford,Edge,2017,37096,Diesel,177,Manual,21740
Ford,Kuga,2019,14081,Diesel,177,Automatic,25540
Ford,Fiesta,2021,2214,Petrol,123,Manual,18990
Ford,Focus,2017,24790,Petrol,123,Manual,13860
Ford,Puma,2020,3084,Petrol,153,Manual,25750
Ford,Kuga,2018,19543,Diesel,118,Manual,17370
Ford,Ranger,2020,8395,Diesel,209,Automatic,32490
Ford,Focus,2020,9782,Petrol,123,Manual,20300
Volkswagen,Golf,2019,7533,Petrol,241,Automatic,28000
Mazda,CX-5,2018,23646,Diesel,173,Manual,22790
Volkswagen,Polo,2019,7524,Petrol,94,Manual,14200
Ford,Kuga,2018,23715,Petrol,148,Manual,20340
Ford,Kuga,2020,12657,Diesel,118,Manual,27360
Suzuki,Ignis,2019,3817,Petrol,88,Manual,11720
Kia,Rio,2020,1949,Petrol,99,Manual,15340
Citroen,C3,2019,12700,Petrol,109,Manual,12770
Volkswagen,Golf,2017,20408,Petrol,306,Automatic,26560
Honda,CR-V,2016,41176,Diesel,158,Automatic,19310
Land,Rover,2016,46691,Diesel,178,Automatic,27190
Renault,Captur,2018,12825,Petrol,88,Manual,12420
Volkswagen,Golf,2018,28129,Diesel,182,Manual,20790
Ford,Fiesta,2018,22597,Petrol,99,Manual,13080
Ford,Fiesta,2019,14100,Petrol,84,Manual,12730
Citroen,C3,2019,3849,Petrol,82,Manual,12690
Citroen,C3,2019,11025,Petrol,128,Manual,15110
Hyundai,Tucson,2017,19601,Diesel,114,Manual,16820
Citroen,C3,2017,34359,Petrol,109,Automatic,12620
Nissan,Juke,2017,24770,Petrol,215,Manual,14860
Citroen,C4,2019,14178,Petrol,109,Manual,14330
Nissan,Qashqai,2019,23556,Petrol,158,Automatic,24990
Citroen,Berlingo,2019,33625,Diesel,101,Manual,19640
Nissan,Qashqai,2018,28105,Diesel,114,Manual,18640
Audi,A5,2015,81129,Diesel,175,Manual,13990
2014,64,2014,23400,Petrol,123,Manual,8995
Land,Rover,2018,14962,Hybrid,398,Automatic,74844
Ford,Focus,2018,19288,Diesel,118,Manual,16640
Volkswagen,Golf,2018,30279,Diesel,182,Automatic,23440
Ford,Focus,2019,12888,Petrol,123,Manual,17910
Ford,Kuga,2019,6981,Diesel,148,Manual,23270
Vauxhall,Viva,2017,9355,Petrol,74,Manual,8180
BMW,1,2018,26407,Diesel,147,Automatic,19760
Vauxhall,Astra,2017,27200,Petrol,148,Manual,12010
Ford,Kuga,2018,21830,Diesel,177,Manual,23710
Vauxhall,Corsa,2018,10197,Petrol,74,Manual,10690
Mercedes-Benz,GLA,2018,16331,Petrol,154,Manual,24760
Vauxhall,Corsa,2019,14495,Petrol,74,Manual,10770
Mini,Clubman,2019,5898,Petrol,189,Automatic,26990
Mini,5,2021,1651,Petrol,134,Manual,25290
Vauxhall,Astra,2017,42835,Petrol,148,Manual,10490
Mercedes-Benz,GLA,2014,69602,Diesel,168,Automatic,17490
Land,Rover,2019,23609,Diesel,178,Automatic,45150
Vauxhall,Crossland,2020,9091,Petrol,82,Manual,15390
Mercedes-Benz,SL-Class,2019,8517,Petrol,449,Automatic,61995
Ford,Focus,2018,22515,Petrol,123,Automatic,18990
MINI,Mini,2017,17733,Petrol,134,Manual,15490
Ford,Fiesta,2017,29718,Petrol,180,Manual,14490
Honda,CR-V,2013,54674,Diesel,148,Automatic,11450
Volkswagen,T-roc,2019,13645,Petrol,148,SemiAutomatic,24950
Bentley,Continental,2015,30521,Petrol,521,Automatic,70900
Bentley,Continental,2016,41191,Petrol,521,Automatic,84995
Mercedes-Benz,GLC-Class,2019,12395,Petrol,362,Automatic,49995
Kia,Stonic,2019,8522,Petrol,118,Manual,16040
Kia,Sportage,2019,11300,Petrol,130,Manual,18070
Kia,Sportage,2017,18855,Petrol,174,Manual,19590
Dacia,Sandero,2019,15500,Petrol,72,Manual,8080
Renault,Captur,2018,12001,Petrol,90,Manual,13110
Hyundai,Tucson,2018,31373,Diesel,114,Manual,18950
Mercedes-Benz,A,2019,11000,Petrol,161,Manual,26510
Audi,A3,2018,24085,Petrol,187,Manual,21670
Peugeot,3008,2020,5528,Petrol,129,Manual,24910
Dacia,Sandero,2013,56986,Petrol,90,Manual,5030
Audi,A3,2015,25418,Diesel,148,Manual,16820
Mazda,CX-3,2018,9967,Petrol,119,Automatic,19470
SEAT,Arona,2020,9513,Petrol,114,Manual,18990
Vauxhall,Crossland,2020,22573,Petrol,108,Manual,15020
Vauxhall,Corsa,2020,13962,Petrol,99,Manual,14040
Vauxhall,Corsa,2020,8266,Petrol,99,Manual,14510
Vauxhall,Corsa,2021,4139,Petrol,74,Manual,15710
Vauxhall,Corsa,2020,10633,Petrol,74,Manual,13250
Vauxhall,Corsa,2020,15515,Petrol,99,Manual,13830
Vauxhall,Grandland,2019,16146,Petrol,128,Manual,18610
Volvo,S90,2017,29800,Diesel,188,Automatic,23440
Volkswagen,Golf,2018,33870,Diesel,182,Manual,20540
Hyundai,Tucson,2017,34818,Diesel,139,Automatic,18280
Peugeot,2008,2021,2484,Petrol,129,Automatic,23990
Audi,A3,2017,23314,Petrol,148,Automatic,23970
Audi,S3,2017,30683,Petrol,306,Automatic,31970
BMW,3,2013,34065,Petrol,414,Automatic,30000
Audi,TT,2011,90000,Petrol,200,Manual,8495
Toyota,C-HR,2017,34000,Petrol,114,Manual,16995
Audi,Q5,2010,113000,Diesel,168,Automatic,9495
Mercedes-Benz,GLA-Class,2018,29999,Petrol,154,Automatic,25995
Jaguar,F-PACE,2019,16129,Petrol,296,Automatic,47995
Ford,Fiesta,2021,1185,Petrol,153,Manual,22000
Hyundai,Tucson,2018,39876,Petrol,130,Manual,17500
Audi,S4,2013,33499,Petrol,329,Automatic,21500
Peugeot,108,2018,7293,Petrol,82,Manual,10300
MINI,Mini,2015,21992,Petrol,215,Automatic,19950
Mercedes-Benz,A-Class,2019,20997,Petrol,188,Automatic,27400
Renault,Kadjar,2017,14729,Petrol,130,Manual,15250
Kia,Sportage,2018,58146,Petrol,130,Manual,15200
Ford,Fiesta,2018,21637,Petrol,99,Manual,12200
Renault,Captur,2018,45764,Petrol,88,Manual,12000
Peugeot,5008,2020,2000,Petrol,130,Manual,29650
Seat,Leon,2016,49397,Petrol,286,Manual,16650
Mitsubishi,Eclipse,2021,1205,Petrol,161,Manual,23450
Honda,CR-V,2015,57004,Petrol,153,Manual,16500
Land,Rover,2021,3535,Petrol,567,Automatic,106995
Ford,Ka,2014,44255,Petrol,68,Manual,4000
Abarth,595,2016,12500,Petrol,162,Manual,13300
Renault,Captur,2018,38938,Petrol,88,Manual,12500
Vauxhall,Astra,2018,39542,Petrol,99,Manual,11700
Vauxhall,Grandland,2019,12797,Petrol,128,Manual,17500
Seat,Ibiza,2021,1947,Petrol,94,Manual,17250
BMW,4,2019,7908,Petrol,444,Automatic,48990
MINI,Mini,2019,6549,Petrol,189,Automatic,28500
MINI,Mini,2016,39261,Petrol,134,Automatic,17000
Ford,Fiesta,2015,65500,Petrol,80,Manual,6795
Porsche,Cayman,2015,23894,Petrol,275,Automatic,40900
Porsche,911,2010,35700,Petrol,530,Automatic,87900
Vauxhall,ADAM,2018,14360,Petrol,69,Manual,9299
MERCEDES-BENZ,CL,2007,128000,Petrol,382,Automatic,8495
Nissan,Qashqai,2018,30626,Petrol,113,Manual,18013
Nissan,Qashqai,2018,26247,Petrol,113,Manual,18357
Nissan,Qashqai,2018,27954,Petrol,113,Manual,17819
Nissan,Juke,2014,37923,Petrol,117,Automatic,11337
Toyota,Yaris,2016,23462,Petrol,99,Manual,10714
Nissan,Qashqai,2018,15858,Petrol,113,Manual,19194
Peugeot,3008,2018,25864,Petrol,129,Manual,19999
Lexus,RC,2018,15926,Hybrid,220,Automatic,29999
MERCEDES-BENZ,GLA,2020,23373,Petrol,121,Automatic,27350
MERCEDES-BENZ,GLC,2019,19751,Diesel,168,Automatic,34000
BMW,2,2019,17000,Diesel,148,Manual,24000
BMW,3,2020,10667,Hybrid,288,Automatic,34750
BMW,1,2017,31932,Diesel,114,Manual,17250
BMW,6,2016,31057,Diesel,308,Automatic,25500
BMW,1,2017,41688,Petrol,134,Manual,15000
Suzuki,Vitara,2016,29266,Petrol,118,Manual,10999
Morgan,04-Apr,2019,1700,Petrol,110,Manual,46995
Audi,S3,2016,20000,Petrol,306,Manual,23995
Volkswagen,Golf,2013,77000,Petrol,120,Manual,7995
Vauxhall,Crossland,2019,5774,Petrol,82,Manual,14950
PORSCHE,TAYCAN,2021,104,Electric,469,Automatic,108000
Suzuki,Vitara,2015,50000,Petrol,118,Manual,10695
Kia,Sportage,2018,17000,Petrol,174,Manual,22195
Suzuki,Swift,2018,43798,Hybrid,110,Manual,10351
Seat,Ibiza,2017,23370,Petrol,94,Manual,12809
Nissan,Qashqai,2018,15845,Petrol,113,Manual,18589
Nissan,Qashqai,2018,23086,Petrol,113,Manual,18140
BMW,3,2021,12447,Hybrid,288,Automatic,36000
Hyundai,Kona,2019,13056,Petrol,118,Manual,16499
Honda,Jazz,2012,21955,Petrol,99,Manual,6999
BMW,3,2007,29500,Petrol,338,Manual,34995
Mercedes-Benz,E,2019,9632,Petrol,563,Automatic,61480
1989,PORSCHE,1989,106000,Petrol,217,Manual,54950
BMW,1,2015,65600,Petrol,322,Automatic,17989
Mercedes-Benz,GLA,2018,17699,Petrol,154,Manual,24480
Mercedes-Benz,E,2017,20500,Diesel,191,Automatic,32480
Honda,CR-V,2016,49474,Diesel,158,Automatic,19120
Honda,Civic,2019,17264,Petrol,315,Manual,33250
Honda,Civic,2018,6942,Petrol,315,Manual,33250
Hyundai,Tucson,2019,13957,Petrol,174,Manual,19920
Mercedes-Benz,Eqv,2021,5766,Electric,402,Automatic,72490
Mercedes-Benz,Gle,2018,48123,Diesel,255,Automatic,35480
Mercedes-Benz,C,2018,30849,Diesel,201,Automatic,25380
Volvo,XC40,2020,2377,Hybrid,194,Automatic,38968
2017,MINI,2017,10325,Petrol,228,Manual,25295
Ford,Fiesta,2015,36420,Petrol,99,Manual,6995
Citroen,C3,2009,94013,Petrol,120,Manual,3295
Smart,fortwo,2007,83757,Petrol,70,Automatic,2795
Nissan,Qashqai,2012,87345,Petrol,140,Manual,7495
Volkswagen,Scirocco,2013,72375,Petrol,160,Manual,8295
Audi,A1,2011,50457,Petrol,122,Manual,8995
VOLKSWAGEN,TRANSPORTER,2017,19778,Diesel,201,SemiAutomatic,59995
Porsche,964,1990,87000,Petrol,250,Manual,119995
VOLKSWAGEN,SCIROCCO,2016,32316,Diesel,150,Manual,15000
LAND,ROVER,2016,59551,Diesel,178,Automatic,26000
Ford,EcoSport,2020,8054,Petrol,138,Manual,18750
Ford,Fiesta,2019,12364,Petrol,99,Manual,14299
Land,Rover,2003,122000,Petrol,282,Automatic,5995
Ford,Transit,2014,249000,Diesel,123,Manual,6995
Volkswagen,Touareg,2008,97000,Diesel,221,Automatic,8995
Nissan,Juke,2012,67000,Petrol,190,Automatic,8995
Land,Rover,2010,89000,Diesel,245,Automatic,15995
Peugeot,3008,2018,18491,Petrol,130,Manual,20995
Peugeot,308,2019,4269,Petrol,129,Manual,17395
Peugeot,308,2020,8873,Petrol,129,Manual,18209
Peugeot,3008,2019,12568,Petrol,129,Automatic,26250
Peugeot,3008,2018,23455,Petrol,130,Automatic,22249
Volkswagen,Golf,2019,13335,Diesel,148,Automatic,20995
Volkswagen,Passat,2019,15379,Diesel,187,Automatic,28990
Volkswagen,T-Roc,2021,14985,Petrol,148,Manual,28990
Volkswagen,Polo,2019,17831,Petrol,94,Automatic,16990
Volvo,S90,2021,13981,Hybrid,384,Automatic,39000
MINI,Mini,2019,34878,Petrol,189,Automatic,22500
MINI,Mini,2019,26862,Petrol,134,Automatic,21995
Honda,HR-V,2019,14100,Petrol,129,Automatic,22700
Ford,Focus,2018,25362,Petrol,247,Manual,19975
Ford,Focus,2018,40687,Petrol,123,Automatic,13200
Volkswagen,Polo,2019,16778,Petrol,113,Manual,17200
MERCEDES-BENZ,C,2020,9428,Petrol,503,Automatic,66000
BMW,1,2019,39347,Petrol,134,Manual,19000
MERCEDES-BENZ,A,2018,18112,Petrol,161,Automatic,27500
MERCEDES-BENZ,A,2017,70302,Diesel,134,Automatic,18500
MERCEDES-BENZ,CLA,2017,51823,Diesel,134,Automatic,21850
Ford,Fiesta,2018,22256,Petrol,99,Manual,14499
BENTLEY,CONTINENTAL,2021,1000,Petrol,542,Automatic,222000
Porsche,Boxster,2019,450,Petrol,414,Manual,96995
BMW,2,2019,40000,Petrol,335,Automatic,27495
VOLVO,XC60,2018,31000,Diesel,231,Manual,33995
Mazda,MX-30,2021,2800,Electric,143,Automatic,29500
Audi,A1,2017,42267,Petrol,228,Manual,18695
Ford,Mustang,2015,20700,Petrol,410,Manual,33400
Audi,A1,2018,24893,Petrol,123,Manual,18695
BMW,7,2020,1402,Petrol,577,Automatic,96000
BMW,3,2017,37999,Diesel,308,Automatic,30000
BMW,4,2013,63210,Petrol,302,Automatic,18500
AUDI,Q5,2020,10000,Hybrid,362,Automatic,50000
AUDI,Q2,2017,43120,Diesel,114,Automatic,22000
AUDI,A6,2018,22293,Diesel,201,Automatic,30000
Audi,A5,2021,15000,Petrol,201,Automatic,40259
Audi,Q7,2016,50367,Diesel,215,Automatic,35990
Audi,Q5,2018,36712,Diesel,188,Automatic,34900
Audi,A6,2018,22982,Diesel,188,Automatic,27600
2018,'18',2018,45795,Petrol,306,SemiAutomatic,24995
MINI,COUNTRYMAN,2019,16258,Petrol,302,Automatic,36750
MINI,CLUBMAN,2016,32769,Diesel,148,Manual,14000
BMW,5,2019,13689,Petrol,335,Automatic,37000
BMW,5,2019,21109,Petrol,181,Automatic,31500
Jaguar,XF,2016,37000,Diesel,296,Automatic,23590
LAND,ROVER,2017,21803,Diesel,178,Manual,27750
MINI,HATCHBACK,2019,14757,Petrol,189,Automatic,23000
MINI,CONVERTIBLE,2017,21080,Petrol,189,Manual,19500
MERCEDES-BENZ,SLK,2012,45000,Diesel,204,Automatic,14000
MINI,CLUBMAN,2013,55524,Diesel,90,Manual,8500
Ford,Focus,2019,11841,Petrol,123,Manual,19249
Ford,Fiesta,2021,4088,Petrol,123,Manual,18995
Ford,Fiesta,2018,9663,Petrol,99,Automatic,15799
AUDI,A6,2018,16550,Diesel,201,Automatic,33000
AUDI,RS,2020,2635,Petrol,394,Automatic,58500
VAUXHALL,CORSA,2018,19945,Petrol,74,Manual,10250
AUDI,A3,2016,22678,Diesel,108,Automatic,19500
AUDI,A4,2021,5441,Petrol,148,Automatic,36750
MINI,HATCHBACK,2019,16956,Petrol,134,Manual,20000
MINI,COUNTRYMAN,2020,13696,Petrol,176,Manual,29500
MINI,HATCHBACK,2021,5034,Petrol,134,Manual,21250
MINI,HATCHBACK,2019,4202,Petrol,134,Manual,19500
AUDI,A3,2021,4000,Diesel,148,Automatic,33000
Vauxhall,Mokka,2018,12972,Petrol,138,Automatic,15630
Vauxhall,Mokka,2019,12954,Diesel,134,Manual,14890
Vauxhall,Grandland,2020,22888,Diesel,128,Manual,19640
Audi,A3,2018,22675,Diesel,114,Automatic,18670
Suzuki,Ignis,2017,28813,Petrol,88,Manual,8910
Audi,Q2,2017,35252,Diesel,148,Automatic,22410
Nissan,Navara,2020,20000,Diesel,188,Automatic,31990
Hyundai,Tucson,2018,15080,Petrol,130,Manual,17580
Mercedes-Benz,Cla,2018,17277,Petrol,121,Manual,21230
Ford,Fiesta,2019,8709,Petrol,99,Manual,16190
Ford,Fiesta,2019,19848,Petrol,99,Manual,15260
Suzuki,Vitara,2018,22642,Petrol,118,Manual,15390
Ford,Kuga,2018,73754,Diesel,177,Automatic,16620
Mazda,2,2018,16553,Petrol,89,Manual,11350
Ford,Fiesta,2019,17395,Petrol,123,Manual,14730
Ford,Focus,2015,60347,Petrol,99,Manual,8300
Vauxhall,Corsa,2018,12461,Petrol,89,Manual,9499
Vauxhall,Corsa,2018,24592,Petrol,99,Manual,9299
Ford,Focus,2019,8519,Petrol,123,Manual,15920
Ford,Kuga,2019,11955,Petrol,148,Manual,20730
BMW,2,2017,33872,Petrol,335,Automatic,23730
Mercedes-Benz,A,2019,19209,Petrol,134,Manual,22140
BMW,5,2017,44209,Diesel,188,Automatic,25100
BMW,2,2018,19876,Petrol,134,Manual,19090
Land,rover,2019,10822,Diesel,302,Automatic,68490
Land,rover,2019,9710,Diesel,302,Automatic,68600
Ford,Focus,2019,11480,Petrol,123,Manual,19550
Kia,Stonic,2019,11202,Petrol,98,Manual,15391
Ford,Fiesta,2018,5028,Petrol,99,Manual,13490
Vauxhall,Corsa,2019,2724,Petrol,74,Manual,10810
Audi,A4,2017,29294,Diesel,148,Manual,20330
Hyundai,I10,2018,3436,Petrol,86,Manual,11510
BMW,2,2018,27562,Petrol,134,Automatic,20220
Renault,Kadjar,2018,7101,Petrol,130,Automatic,18290
Citroen,C3,2019,17462,Petrol,82,Manual,12010
Nissan,Qashqai,2019,14410,Petrol,140,Manual,21990
Nissan,Qashqai,2019,9243,Petrol,158,Automatic,24990
Fiat,500,2017,16920,Petrol,69,Manual,8060
Ford,Fiesta,2018,17403,Petrol,99,Manual,10960
Ford,Focus,2019,14400,Petrol,123,Manual,17970
Ford,Ecosport,2018,25445,Petrol,123,Manual,13650
Ford,Focus,2019,12548,Petrol,123,Manual,18090
Ford,Fiesta,2019,21996,Petrol,123,Manual,13890
Vauxhall,Adam,2018,16668,Petrol,69,Manual,9450
Vauxhall,Grandland,2019,10706,Petrol,128,Manual,18840
Vauxhall,Mokka,2015,41609,Petrol,114,Manual,8970
Mazda,3,2018,11589,Petrol,118,Manual,15910
Ford,Kuga,2017,30951,Diesel,148,Manual,17850
Ford,Fiesta,2018,19998,Petrol,99,Manual,10790
Ford,Ecosport,2018,23726,Petrol,99,Manual,13290
Nissan,Juke,2016,38159,Petrol,115,Manual,9960
Ford,Ecosport,2019,12376,Petrol,123,Automatic,20430
Volkswagen,Up,2015,18617,Petrol,74,Manual,7890
Peugeot,2008,2017,42251,Diesel,100,Manual,11670
Ford,Focus,2019,12800,Petrol,123,Manual,18580
Vauxhall,Mokka,2014,70764,Petrol,113,Manual,7570
Vauxhall,Adam,2019,9686,Petrol,69,Manual,11150
Vauxhall,Mokka,2016,28770,Petrol,138,Manual,12720
Mercedes-Benz,C,2016,33954,Petrol,469,Automatic,36770
Vauxhall,Insignia,2018,22430,Petrol,163,Manual,14610
Vauxhall,Grandland,2020,17349,Diesel,128,Manual,18590
Vauxhall,Corsa,2020,12551,Diesel,101,Manual,15750
